Time	Author	Message	Skype Name
9/11/2014 0:04	Skyper 2	…	skyper2
9/11/2014 0:05	Skyper 1	…	skyper1
9/11/2014 0:05	Skyper 2	…	skyper2
9/11/2014 0:06	Skyper 1	…	skyper1
9/11/2014 0:06	Skyper 1	…	skyper1
9/11/2014 0:06	Skyper 2	…	skyper2
9/11/2014 0:07	Skyper 1	…	skyper1
9/11/2014 0:07	Skyper 2	…	skyper2
9/11/2014 0:07	Skyper 1	…	skyper1
9/11/2014 0:07	Skyper 2	…	skyper2
9/11/2014 0:07	Skyper 1	…	skyper1
9/11/2014 0:11	Skyper 2	…	skyper2
9/11/2014 0:13	Skyper 1	…	skyper1
9/11/2014 0:13	Skyper 1	…	skyper1
9/11/2014 0:13	Skyper 2	…	skyper2
9/11/2014 0:14	Skyper 1	…	skyper1
9/11/2014 0:28	Skyper 1	…	skyper1
9/11/2014 0:28	Skyper 2	…	skyper2
9/11/2014 0:28	Skyper 2	…	skyper2
9/11/2014 0:28	Skyper 1	…	skyper1
9/11/2014 0:28	Skyper 1	…	skyper1
9/11/2014 0:33	Skyper 1	…	skyper1
9/11/2014 0:37	Skyper 2	…	skyper2
9/11/2014 0:41	Skyper 1	…	skyper1
9/11/2014 0:41	Skyper 1	…	skyper1
9/11/2014 1:47	Skyper 2	…	skyper2
9/11/2014 1:59	Skyper 2	…	skyper2
9/11/2014 1:59	Skyper 2	…	skyper2
9/11/2014 19:23	Skyper 1	…	skyper1
9/11/2014 19:24	Skyper 1	…	skyper1
9/11/2014 21:33	Skyper 2	…	skyper2
9/11/2014 21:33	Skyper 2	…	skyper2
9/11/2014 22:40	Skyper 1	…	skyper1
9/11/2014 22:40	Skyper 1	…	skyper1
9/11/2014 22:40	Skyper 1	…	skyper1
9/11/2014 22:40	Skyper 1	…	skyper1
9/11/2014 22:41	Skyper 1	…	skyper1
9/12/2014 2:49	Skyper 2	…	skyper2
9/12/2014 9:54	Skyper 2	…	skyper2
9/12/2014 11:57	Skyper 2	…	skyper2
9/12/2014 11:57	Skyper 2	…	skyper2
9/12/2014 11:57	Skyper 2	…	skyper2
9/12/2014 14:33	Skyper 1	…	skyper1
9/12/2014 14:33	Skyper 1	…	skyper1
9/12/2014 14:33	Skyper 2	…	skyper2
9/12/2014 14:36	Skyper 1	…	skyper1
9/12/2014 14:36	Skyper 1	…	skyper1
9/12/2014 14:36	Skyper 2	…	skyper2
9/12/2014 14:37	Skyper 1	…	skyper1
9/12/2014 14:38	Skyper 1	…	skyper1
9/12/2014 14:42	Skyper 2	…	skyper2
9/12/2014 14:42	Skyper 2	…	skyper2
9/12/2014 14:43	Skyper 1	…	skyper1
9/12/2014 14:43	Skyper 1	…	skyper1
9/12/2014 14:43	Skyper 2	…	skyper2
9/12/2014 14:44	Skyper 1	…	skyper1
9/12/2014 14:46	Skyper 2	…	skyper2
9/12/2014 14:47	Skyper 1	…	skyper1
9/12/2014 14:47	Skyper 2	…	skyper2
9/12/2014 14:47	Skyper 1	…	skyper1
9/12/2014 14:47	Skyper 2	…	skyper2
9/12/2014 14:47	Skyper 2	…	skyper2
9/12/2014 14:48	Skyper 1	…	skyper1
9/12/2014 14:48	Skyper 1	…	skyper1
9/12/2014 14:48	Skyper 1	…	skyper1
9/12/2014 14:48	Skyper 1	…	skyper1
9/12/2014 14:49	Skyper 1	…	skyper1
9/12/2014 14:49	Skyper 1	…	skyper1
9/12/2014 14:50	Skyper 1	…	skyper1
9/12/2014 14:50	Skyper 1	…	skyper1
9/12/2014 14:50	Skyper 2	…	skyper2
9/12/2014 14:50	Skyper 2	…	skyper2
9/12/2014 14:50	Skyper 2	…	skyper2
9/12/2014 14:50	Skyper 1	…	skyper1
9/12/2014 14:50	Skyper 2	…	skyper2
9/12/2014 14:51	Skyper 1	…	skyper1
9/12/2014 14:51	Skyper 2	…	skyper2
9/12/2014 14:51	Skyper 2	…	skyper2
9/12/2014 14:51	Skyper 2	…	skyper2
9/12/2014 14:52	Skyper 1	…	skyper1
9/12/2014 14:52	Skyper 1	…	skyper1
9/12/2014 14:52	Skyper 2	…	skyper2
9/12/2014 14:52	Skyper 1	…	skyper1
9/12/2014 14:52	Skyper 2	…	skyper2
9/12/2014 14:52	Skyper 1	…	skyper1
9/12/2014 14:52	Skyper 1	…	skyper1
9/12/2014 14:52	Skyper 1	…	skyper1
9/12/2014 14:53	Skyper 1	…	skyper1
9/12/2014 14:53	Skyper 2	…	skyper2
9/12/2014 14:53	Skyper 2	…	skyper2
9/12/2014 14:53	Skyper 1	…	skyper1
9/12/2014 14:54	Skyper 2	…	skyper2
9/12/2014 14:54	Skyper 1	…	skyper1
9/12/2014 14:54	Skyper 1	…	skyper1
9/12/2014 14:54	Skyper 2	…	skyper2
9/12/2014 14:54	Skyper 2	…	skyper2
9/12/2014 14:54	Skyper 1	…	skyper1
9/12/2014 14:54	Skyper 2	…	skyper2
9/12/2014 14:55	Skyper 1	…	skyper1
9/12/2014 14:55	Skyper 2	…	skyper2
9/12/2014 14:55	Skyper 2	…	skyper2
9/12/2014 14:55	Skyper 2	…	skyper2
9/12/2014 14:55	Skyper 1	…	skyper1
9/12/2014 14:55	Skyper 1	…	skyper1
9/12/2014 14:56	Skyper 1	…	skyper1
9/12/2014 14:56	Skyper 1	…	skyper1
9/12/2014 14:56	Skyper 2	…	skyper2
9/12/2014 14:56	Skyper 1	…	skyper1
9/12/2014 14:56	Skyper 2	…	skyper2
9/12/2014 14:56	Skyper 1	…	skyper1
9/12/2014 14:56	Skyper 1	…	skyper1
9/12/2014 14:56	Skyper 1	…	skyper1
9/12/2014 14:56	Skyper 1	…	skyper1
9/12/2014 14:57	Skyper 2	…	skyper2
9/12/2014 14:57	Skyper 2	…	skyper2
9/12/2014 14:57	Skyper 2	…	skyper2
9/12/2014 14:58	Skyper 1	…	skyper1
9/12/2014 14:59	Skyper 1	…	skyper1
9/12/2014 15:00	Skyper 1	…	skyper1
9/12/2014 15:00	Skyper 2	…	skyper2
9/12/2014 15:00	Skyper 1	…	skyper1
9/12/2014 15:00	Skyper 2	…	skyper2
9/12/2014 15:00	Skyper 2	…	skyper2
9/12/2014 15:00	Skyper 1	…	skyper1
9/12/2014 15:00	Skyper 2	…	skyper2
9/12/2014 15:01	Skyper 1	…	skyper1
9/12/2014 15:01	Skyper 2	…	skyper2
9/12/2014 15:01	Skyper 1	…	skyper1
9/12/2014 15:02	Skyper 1	…	skyper1
9/12/2014 15:02	Skyper 1	…	skyper1
9/12/2014 15:02	Skyper 2	…	skyper2
9/12/2014 15:02	Skyper 2	…	skyper2
9/12/2014 15:03	Skyper 1	…	skyper1
9/12/2014 15:03	Skyper 2	…	skyper2
9/12/2014 15:04	Skyper 1	…	skyper1
9/12/2014 15:04	Skyper 1	…	skyper1
9/12/2014 15:04	Skyper 1	…	skyper1
9/12/2014 15:04	Skyper 2	…	skyper2
9/12/2014 15:05	Skyper 1	…	skyper1
9/12/2014 15:06	Skyper 2	…	skyper2
9/12/2014 15:07	Skyper 2	…	skyper2
9/12/2014 15:07	Skyper 1	…	skyper1
9/12/2014 15:07	Skyper 2	…	skyper2
9/12/2014 15:07	Skyper 2	…	skyper2
9/12/2014 15:07	Skyper 1	…	skyper1
9/12/2014 15:07	Skyper 2	…	skyper2
9/12/2014 15:07	Skyper 1	…	skyper1
9/12/2014 15:07	Skyper 2	…	skyper2
9/12/2014 15:08	Skyper 1	…	skyper1
9/12/2014 15:08	Skyper 1	…	skyper1
9/12/2014 15:09	Skyper 2	…	skyper2
9/12/2014 15:09	Skyper 1	…	skyper1
9/12/2014 15:09	Skyper 1	…	skyper1
9/12/2014 15:09	Skyper 2	…	skyper2
9/12/2014 15:09	Skyper 1	…	skyper1
9/12/2014 15:10	Skyper 1	…	skyper1
9/12/2014 15:10	Skyper 1	…	skyper1
9/12/2014 15:13	Skyper 2	…	skyper2
9/12/2014 15:13	Skyper 2	…	skyper2
9/12/2014 15:14	Skyper 1	…	skyper1
9/12/2014 15:14	Skyper 1	…	skyper1
9/12/2014 15:14	Skyper 1	…	skyper1
9/12/2014 15:14	Skyper 2	…	skyper2
9/12/2014 15:14	Skyper 2	…	skyper2
9/12/2014 15:14	Skyper 1	…	skyper1
9/12/2014 15:14	Skyper 1	…	skyper1
9/12/2014 15:15	Skyper 2	…	skyper2
9/12/2014 15:15	Skyper 1	…	skyper1
9/12/2014 15:15	Skyper 2	…	skyper2
9/12/2014 15:15	Skyper 1	…	skyper1
9/12/2014 15:16	Skyper 2	…	skyper2
9/12/2014 15:16	Skyper 1	…	skyper1
9/12/2014 15:17	Skyper 2	…	skyper2
9/12/2014 15:17	Skyper 1	…	skyper1
9/12/2014 15:17	Skyper 2	…	skyper2
9/12/2014 15:17	Skyper 1	…	skyper1
9/12/2014 15:17	Skyper 1	…	skyper1
9/12/2014 15:17	Skyper 2	…	skyper2
9/12/2014 15:17	Skyper 2	…	skyper2
9/12/2014 15:18	Skyper 2	…	skyper2
9/12/2014 15:18	Skyper 2	…	skyper2
9/12/2014 15:18	Skyper 2	…	skyper2
9/12/2014 15:19	Skyper 1	…	skyper1
9/12/2014 15:19	Skyper 1	…	skyper1
9/12/2014 15:19	Skyper 1	…	skyper1
9/12/2014 15:19	Skyper 2	…	skyper2
9/12/2014 15:19	Skyper 2	…	skyper2
9/12/2014 15:19	Skyper 1	…	skyper1
9/12/2014 15:20	Skyper 2	…	skyper2
9/12/2014 15:20	Skyper 1	…	skyper1
9/12/2014 15:20	Skyper 1	…	skyper1
9/12/2014 15:20	Skyper 2	…	skyper2
9/12/2014 15:20	Skyper 2	…	skyper2
9/12/2014 15:20	Skyper 2	…	skyper2
9/12/2014 15:20	Skyper 2	…	skyper2
9/12/2014 15:20	Skyper 2	…	skyper2
9/12/2014 15:20	Skyper 2	…	skyper2
9/12/2014 15:21	Skyper 1	…	skyper1
9/12/2014 15:21	Skyper 1	…	skyper1
9/12/2014 15:21	Skyper 2	…	skyper2
9/12/2014 15:21	Skyper 1	…	skyper1
9/12/2014 15:22	Skyper 2	…	skyper2
9/12/2014 15:22	Skyper 2	…	skyper2
9/12/2014 15:22	Skyper 1	…	skyper1
9/12/2014 15:22	Skyper 1	…	skyper1
9/12/2014 15:24	Skyper 1	…	skyper1
9/12/2014 15:24	Skyper 1	…	skyper1
9/12/2014 15:24	Skyper 1	…	skyper1
9/12/2014 15:24	Skyper 1	…	skyper1
9/12/2014 15:24	Skyper 2	…	skyper2
9/12/2014 15:24	Skyper 2	…	skyper2
9/12/2014 15:25	Skyper 2	…	skyper2
9/12/2014 15:25	Skyper 1	…	skyper1
9/12/2014 15:25	Skyper 2	…	skyper2
9/12/2014 15:25	Skyper 1	…	skyper1
9/12/2014 15:25	Skyper 2	…	skyper2
9/12/2014 15:25	Skyper 1	…	skyper1
9/12/2014 15:25	Skyper 1	…	skyper1
9/12/2014 15:25	Skyper 2	…	skyper2
9/12/2014 15:26	Skyper 1	…	skyper1
9/12/2014 15:26	Skyper 2	…	skyper2
9/12/2014 15:26	Skyper 1	…	skyper1
9/12/2014 15:26	Skyper 1	…	skyper1
9/12/2014 15:26	Skyper 2	…	skyper2
9/12/2014 15:26	Skyper 1	…	skyper1
9/12/2014 15:26	Skyper 2	…	skyper2
9/12/2014 15:26	Skyper 2	…	skyper2
9/12/2014 15:26	Skyper 2	…	skyper2
9/12/2014 15:27	Skyper 2	…	skyper2
9/12/2014 15:27	Skyper 1	…	skyper1
9/12/2014 15:27	Skyper 2	…	skyper2
9/12/2014 15:27	Skyper 1	…	skyper1
9/12/2014 15:27	Skyper 2	…	skyper2
9/12/2014 15:28	Skyper 1	…	skyper1
9/12/2014 15:28	Skyper 1	…	skyper1
9/12/2014 15:28	Skyper 2	…	skyper2
9/12/2014 15:28	Skyper 2	…	skyper2
9/12/2014 15:28	Skyper 1	…	skyper1
9/12/2014 15:28	Skyper 2	…	skyper2
9/12/2014 15:28	Skyper 1	…	skyper1
9/12/2014 15:28	Skyper 2	…	skyper2
9/12/2014 15:29	Skyper 1	…	skyper1
9/12/2014 15:29	Skyper 1	…	skyper1
9/12/2014 15:29	Skyper 2	…	skyper2
9/12/2014 15:29	Skyper 1	…	skyper1
9/12/2014 15:29	Skyper 2	…	skyper2
9/12/2014 15:29	Skyper 2	…	skyper2
9/12/2014 15:30	Skyper 1	…	skyper1
9/12/2014 15:35	Skyper 1	…	skyper1
9/12/2014 15:35	Skyper 1	…	skyper1
9/12/2014 15:41	Skyper 2	…	skyper2
9/12/2014 15:42	Skyper 1	…	skyper1
9/12/2014 15:42	Skyper 1	…	skyper1
9/12/2014 15:42	Skyper 2	…	skyper2
9/12/2014 15:45	Skyper 1	…	skyper1
9/12/2014 15:46	Skyper 1	…	skyper1
9/12/2014 15:46	Skyper 1	…	skyper1
9/12/2014 15:46	Skyper 2	…	skyper2
9/12/2014 15:46	Skyper 2	…	skyper2
9/12/2014 15:46	Skyper 1	…	skyper1
9/12/2014 15:46	Skyper 1	…	skyper1
9/12/2014 15:46	Skyper 1	…	skyper1
9/12/2014 15:48	Skyper 1	…	skyper1
9/12/2014 15:48	Skyper 2	…	skyper2
9/12/2014 15:48	Skyper 2	…	skyper2
9/12/2014 15:48	Skyper 1	…	skyper1
9/12/2014 15:49	Skyper 2	…	skyper2
9/12/2014 15:49	Skyper 1	…	skyper1
9/12/2014 15:49	Skyper 2	…	skyper2
9/12/2014 15:49	Skyper 1	…	skyper1
9/12/2014 15:49	Skyper 1	…	skyper1
9/12/2014 15:49	Skyper 2	…	skyper2
9/12/2014 15:50	Skyper 1	…	skyper1
9/12/2014 15:50	Skyper 1	…	skyper1
9/12/2014 15:50	Skyper 1	…	skyper1
9/12/2014 15:51	Skyper 2	…	skyper2
9/12/2014 15:51	Skyper 2	…	skyper2
9/12/2014 15:52	Skyper 1	…	skyper1
9/12/2014 15:52	Skyper 2	…	skyper2
9/12/2014 15:52	Skyper 2	…	skyper2
9/12/2014 15:53	Skyper 2	…	skyper2
9/12/2014 15:53	Skyper 1	…	skyper1
9/12/2014 15:53	Skyper 1	…	skyper1
9/12/2014 15:53	Skyper 2	…	skyper2
9/12/2014 15:54	Skyper 2	…	skyper2
9/12/2014 15:55	Skyper 2	…	skyper2
9/12/2014 15:55	Skyper 1	…	skyper1
9/12/2014 15:55	Skyper 2	…	skyper2
9/12/2014 15:55	Skyper 1	…	skyper1
9/12/2014 15:55	Skyper 2	…	skyper2
9/12/2014 15:55	Skyper 2	…	skyper2
9/12/2014 15:55	Skyper 2	…	skyper2
9/12/2014 15:56	Skyper 1	…	skyper1
9/12/2014 15:56	Skyper 2	…	skyper2
9/12/2014 15:56	Skyper 2	…	skyper2
9/12/2014 15:56	Skyper 1	…	skyper1
9/12/2014 15:56	Skyper 1	…	skyper1
9/12/2014 15:57	Skyper 2	…	skyper2
9/12/2014 15:57	Skyper 2	…	skyper2
9/12/2014 15:57	Skyper 1	…	skyper1
9/12/2014 15:57	Skyper 2	…	skyper2
9/12/2014 15:57	Skyper 2	…	skyper2
9/12/2014 15:58	Skyper 1	…	skyper1
9/12/2014 15:58	Skyper 1	…	skyper1
9/12/2014 15:58	Skyper 1	…	skyper1
9/12/2014 15:59	Skyper 2	…	skyper2
9/12/2014 15:59	Skyper 2	…	skyper2
9/12/2014 15:59	Skyper 1	…	skyper1
9/12/2014 16:03	Skyper 1	…	skyper1
9/12/2014 16:03	Skyper 2	…	skyper2
9/12/2014 16:03	Skyper 1	…	skyper1
9/12/2014 16:03	Skyper 1	…	skyper1
9/12/2014 16:04	Skyper 2	…	skyper2
9/12/2014 16:04	Skyper 1	…	skyper1
9/12/2014 16:05	Skyper 2	…	skyper2
9/12/2014 16:06	Skyper 1	…	skyper1
9/12/2014 16:10	Skyper 2	…	skyper2
9/12/2014 16:11	Skyper 2	…	skyper2
9/12/2014 16:12	Skyper 1	…	skyper1
9/12/2014 16:12	Skyper 1	…	skyper1
9/12/2014 16:12	Skyper 1	…	skyper1
9/12/2014 16:12	Skyper 2	…	skyper2
9/12/2014 16:12	Skyper 2	…	skyper2
9/12/2014 16:13	Skyper 1	…	skyper1
9/12/2014 16:13	Skyper 1	…	skyper1
9/12/2014 16:13	Skyper 2	…	skyper2
9/12/2014 16:14	Skyper 1	…	skyper1
9/12/2014 16:14	Skyper 1	…	skyper1
9/12/2014 16:14	Skyper 1	…	skyper1
9/12/2014 16:14	Skyper 1	…	skyper1
9/12/2014 16:15	Skyper 1	…	skyper1
9/12/2014 16:15	Skyper 1	…	skyper1
9/12/2014 16:16	Skyper 2	…	skyper2
9/12/2014 16:16	Skyper 2	…	skyper2
9/12/2014 16:19	Skyper 1	…	skyper1
9/12/2014 16:30	Skyper 2	…	skyper2
9/12/2014 16:30	Skyper 2	…	skyper2
9/12/2014 16:30	Skyper 2	…	skyper2
9/12/2014 16:32	Skyper 2	…	skyper2
9/12/2014 17:32	Skyper 1	…	skyper1
9/12/2014 17:36	Skyper 1	…	skyper1
9/12/2014 17:36	Skyper 2	…	skyper2
9/12/2014 17:36	Skyper 1	…	skyper1
9/12/2014 17:50	Skyper 2	…	skyper2
9/12/2014 17:51	Skyper 1	…	skyper1
9/12/2014 17:51	Skyper 2	…	skyper2
9/12/2014 17:52	Skyper 1	…	skyper1
9/12/2014 17:52	Skyper 2	…	skyper2
9/12/2014 17:58	Skyper 1	…	skyper1
9/12/2014 17:58	Skyper 1	…	skyper1
9/12/2014 17:58	Skyper 1	…	skyper1
9/12/2014 17:59	Skyper 2	…	skyper2
9/12/2014 17:59	Skyper 2	…	skyper2
9/12/2014 18:00	Skyper 1	…	skyper1
9/12/2014 18:00	Skyper 1	…	skyper1
9/12/2014 18:00	Skyper 2	…	skyper2
9/12/2014 18:00	Skyper 1	…	skyper1
9/12/2014 18:01	Skyper 2	…	skyper2
9/12/2014 18:01	Skyper 1	…	skyper1
9/12/2014 18:01	Skyper 1	…	skyper1
9/12/2014 18:01	Skyper 1	…	skyper1
9/12/2014 18:02	Skyper 1	…	skyper1
9/12/2014 18:02	Skyper 2	…	skyper2
9/12/2014 18:02	Skyper 2	…	skyper2
9/12/2014 18:02	Skyper 1	…	skyper1
9/12/2014 18:02	Skyper 2	…	skyper2
9/12/2014 18:02	Skyper 1	…	skyper1
9/12/2014 18:05	Skyper 1	…	skyper1
9/12/2014 18:09	Skyper 2	…	skyper2
9/12/2014 18:10	Skyper 1	…	skyper1
9/12/2014 18:10	Skyper 1	…	skyper1
9/12/2014 18:13	Skyper 1	…	skyper1
9/12/2014 18:13	Skyper 1	…	skyper1
9/12/2014 18:13	Skyper 1	…	skyper1
9/12/2014 18:13	Skyper 1	…	skyper1
9/12/2014 18:14	Skyper 2	…	skyper2
9/12/2014 18:15	Skyper 1	…	skyper1
9/12/2014 18:15	Skyper 2	…	skyper2
9/12/2014 18:16	Skyper 2	…	skyper2
9/12/2014 18:16	Skyper 1	…	skyper1
9/12/2014 18:17	Skyper 1	…	skyper1
9/12/2014 18:17	Skyper 2	…	skyper2
9/12/2014 18:17	Skyper 2	…	skyper2
9/12/2014 18:17	Skyper 2	…	skyper2
9/12/2014 18:18	Skyper 1	…	skyper1
9/12/2014 18:18	Skyper 1	…	skyper1
9/12/2014 18:18	Skyper 2	…	skyper2
9/12/2014 18:19	Skyper 1	…	skyper1
9/12/2014 18:20	Skyper 1	…	skyper1
9/12/2014 18:20	Skyper 2	…	skyper2
9/12/2014 19:03	Skyper 1	…	skyper1
9/12/2014 19:03	Skyper 1	…	skyper1
9/12/2014 19:03	Skyper 1	…	skyper1
9/12/2014 19:03	Skyper 1	…	skyper1
9/12/2014 21:05	Skyper 1	…	skyper1
9/12/2014 21:07	Skyper 2	…	skyper2
9/12/2014 21:07	Skyper 2	…	skyper2
9/12/2014 21:07	Skyper 1	…	skyper1
9/12/2014 21:10	Skyper 2	…	skyper2
9/12/2014 21:12	Skyper 1	…	skyper1
9/12/2014 21:12	Skyper 2	…	skyper2
9/12/2014 21:12	Skyper 2	…	skyper2
9/12/2014 21:13	Skyper 1	…	skyper1
9/12/2014 21:33	Skyper 2	…	skyper2
9/12/2014 21:34	Skyper 2	…	skyper2
9/12/2014 21:37	Skyper 1	…	skyper1
9/12/2014 21:38	Skyper 2	…	skyper2
9/12/2014 21:38	Skyper 2	…	skyper2
9/12/2014 21:38	Skyper 2	…	skyper2
9/12/2014 21:38	Skyper 1	…	skyper1
9/12/2014 21:41	Skyper 1	…	skyper1
9/12/2014 21:41	Skyper 1	…	skyper1
9/12/2014 21:46	Skyper 2	…	skyper2
9/12/2014 21:47	Skyper 2	…	skyper2
9/12/2014 21:47	Skyper 2	…	skyper2
9/12/2014 21:47	Skyper 2	…	skyper2
9/12/2014 21:47	Skyper 2	…	skyper2
9/12/2014 21:48	Skyper 2	…	skyper2
9/12/2014 21:48	Skyper 1	…	skyper1
9/12/2014 21:48	Skyper 1	…	skyper1
9/12/2014 21:48	Skyper 1	…	skyper1
9/12/2014 21:48	Skyper 1	…	skyper1
9/12/2014 21:48	Skyper 2	…	skyper2
9/12/2014 21:48	Skyper 1	…	skyper1
9/12/2014 21:49	Skyper 2	…	skyper2
9/12/2014 21:49	Skyper 1	…	skyper1
9/12/2014 21:50	Skyper 1	…	skyper1
9/12/2014 21:51	Skyper 2	…	skyper2
9/12/2014 21:51	Skyper 2	…	skyper2
9/12/2014 21:53	Skyper 1	…	skyper1
9/12/2014 21:53	Skyper 1	…	skyper1
9/12/2014 21:55	Skyper 2	…	skyper2
9/12/2014 21:55	Skyper 2	…	skyper2
9/12/2014 21:55	Skyper 2	…	skyper2
9/12/2014 21:55	Skyper 1	…	skyper1
9/12/2014 21:55	Skyper 1	…	skyper1
9/13/2014 2:52	Skyper 2	…	skyper2
9/13/2014 2:52	Skyper 2	…	skyper2
9/13/2014 9:57	Skyper 1	…	skyper1
9/13/2014 12:54	Skyper 1	…	skyper1
9/13/2014 12:54	Skyper 1	…	skyper1
9/13/2014 15:06	Skyper 2	…	skyper2
9/13/2014 15:07	Skyper 2	…	skyper2
9/13/2014 15:09	Skyper 1	…	skyper1
9/13/2014 15:09	Skyper 1	…	skyper1
9/13/2014 15:09	Skyper 1	…	skyper1
9/13/2014 15:09	Skyper 1	…	skyper1
9/13/2014 15:09	Skyper 2	…	skyper2
9/13/2014 15:09	Skyper 2	…	skyper2
9/13/2014 15:09	Skyper 2	…	skyper2
9/13/2014 15:10	Skyper 2	…	skyper2
9/13/2014 15:14	Skyper 1	…	skyper1
9/13/2014 15:14	Skyper 1	…	skyper1
9/13/2014 15:14	Skyper 1	…	skyper1
9/13/2014 15:14	Skyper 1	…	skyper1
9/13/2014 15:14	Skyper 1	…	skyper1
9/13/2014 15:14	Skyper 2	…	skyper2
9/13/2014 15:15	Skyper 1	…	skyper1
9/13/2014 15:15	Skyper 2	…	skyper2
9/13/2014 15:15	Skyper 1	…	skyper1
9/13/2014 15:15	Skyper 1	…	skyper1
9/13/2014 15:15	Skyper 2	…	skyper2
9/13/2014 15:15	Skyper 1	…	skyper1
9/13/2014 15:15	Skyper 1	…	skyper1
9/13/2014 15:15	Skyper 2	…	skyper2
9/13/2014 15:15	Skyper 1	…	skyper1
9/13/2014 15:21	Skyper 2	…	skyper2
9/13/2014 15:23	Skyper 1	…	skyper1
9/13/2014 15:23	Skyper 2	…	skyper2
9/13/2014 15:23	Skyper 1	…	skyper1
9/13/2014 15:24	Skyper 1	…	skyper1
9/13/2014 15:34	Skyper 2	…	skyper2
9/13/2014 15:43	Skyper 1	…	skyper1
9/13/2014 15:43	Skyper 1	…	skyper1
9/13/2014 15:43	Skyper 2	…	skyper2
9/13/2014 16:05	Skyper 2	…	skyper2
9/13/2014 17:50	Skyper 1	…	skyper1
9/13/2014 17:50	Skyper 1	…	skyper1
9/13/2014 17:51	Skyper 1	…	skyper1
9/13/2014 17:51	Skyper 1	…	skyper1
9/13/2014 17:51	Skyper 1	…	skyper1
9/13/2014 17:51	Skyper 2	…	skyper2
9/13/2014 17:51	Skyper 1	…	skyper1
9/13/2014 18:07	Skyper 1	…	skyper1
9/13/2014 18:07	Skyper 1	…	skyper1
9/13/2014 18:07	Skyper 2	…	skyper2
9/13/2014 18:07	Skyper 1	…	skyper1
9/13/2014 18:08	Skyper 1	…	skyper1
9/13/2014 18:13	Skyper 2	…	skyper2
9/13/2014 18:13	Skyper 2	…	skyper2
9/13/2014 18:13	Skyper 2	…	skyper2
9/13/2014 18:13	Skyper 2	…	skyper2
9/13/2014 18:14	Skyper 1	…	skyper1
9/13/2014 18:14	Skyper 1	…	skyper1
9/13/2014 18:14	Skyper 1	…	skyper1
9/13/2014 18:14	Skyper 1	…	skyper1
9/13/2014 18:15	Skyper 2	…	skyper2
9/13/2014 18:16	Skyper 1	…	skyper1
9/13/2014 18:16	Skyper 1	…	skyper1
9/13/2014 18:16	Skyper 2	…	skyper2
9/13/2014 18:16	Skyper 1	…	skyper1
9/13/2014 18:17	Skyper 1	…	skyper1
9/13/2014 18:17	Skyper 1	…	skyper1
9/13/2014 18:17	Skyper 1	…	skyper1
9/13/2014 18:27	Skyper 2	…	skyper2
9/13/2014 18:29	Skyper 1	…	skyper1
9/13/2014 18:29	Skyper 1	…	skyper1
9/13/2014 18:29	Skyper 2	…	skyper2
9/13/2014 18:30	Skyper 2	…	skyper2
9/13/2014 18:30	Skyper 1	…	skyper1
9/13/2014 18:38	Skyper 2	…	skyper2
9/13/2014 18:39	Skyper 1	…	skyper1
9/13/2014 21:41	Skyper 2	…	skyper2
9/13/2014 21:41	Skyper 2	…	skyper2
9/13/2014 21:43	Skyper 1	…	skyper1
9/13/2014 21:43	Skyper 1	…	skyper1
9/13/2014 21:43	Skyper 1	…	skyper1
9/13/2014 21:45	Skyper 2	…	skyper2
9/13/2014 21:47	Skyper 1	…	skyper1
9/14/2014 10:24	Skyper 2	…	skyper2
9/14/2014 10:24	Skyper 2	…	skyper2
9/14/2014 12:53	Skyper 1	…	skyper1
9/14/2014 12:53	Skyper 1	…	skyper1
9/14/2014 13:21	Skyper 2	…	skyper2
9/14/2014 13:21	Skyper 2	…	skyper2
9/14/2014 13:25	Skyper 1	…	skyper1
9/14/2014 13:26	Skyper 1	…	skyper1
9/14/2014 13:27	Skyper 1	…	skyper1
9/14/2014 13:27	Skyper 1	…	skyper1
9/14/2014 13:29	Skyper 2	…	skyper2
9/14/2014 13:30	Skyper 1	…	skyper1
9/14/2014 13:30	Skyper 2	…	skyper2
9/14/2014 13:30	Skyper 1	…	skyper1
9/14/2014 13:31	Skyper 1	…	skyper1
9/14/2014 13:36	Skyper 2	…	skyper2
9/14/2014 13:37	Skyper 1	…	skyper1
9/14/2014 13:37	Skyper 2	…	skyper2
9/14/2014 13:37	Skyper 2	…	skyper2
9/14/2014 13:38	Skyper 1	…	skyper1
9/14/2014 18:12	Skyper 2	…	skyper2
9/14/2014 18:19	Skyper 2	…	skyper2
9/14/2014 20:06	Skyper 1	…	skyper1
9/14/2014 20:06	Skyper 1	…	skyper1
9/14/2014 20:07	Skyper 1	…	skyper1
9/14/2014 20:12	Skyper 2	…	skyper2
9/14/2014 20:13	Skyper 1	…	skyper1
9/14/2014 20:21	Skyper 1	…	skyper1
9/14/2014 20:21	Skyper 1	…	skyper1
9/14/2014 20:21	Skyper 2	…	skyper2
9/14/2014 20:22	Skyper 1	…	skyper1
9/14/2014 22:15	Skyper 1	…	skyper1
9/14/2014 22:26	Skyper 2	…	skyper2
9/14/2014 22:38	Skyper 1	…	skyper1
9/14/2014 23:02	Skyper 1	…	skyper1
9/14/2014 23:05	Skyper 2	…	skyper2
9/14/2014 23:22	Skyper 2	…	skyper2
9/14/2014 23:26	Skyper 1	…	skyper1
9/14/2014 23:26	Skyper 1	…	skyper1
9/14/2014 23:27	Skyper 2	…	skyper2
